Log_Cum_Production,Log_Proppant_LB,Log_Carbonate,Log_Frac_Fluid_GL,Log_GrossPerforatedInterval,Log_LowerPerforation_xy,Log_UpperPerforation_xy,Log_TotalDepth,N_Stages,X_Well,Y_Well,Operator,County
12.1562467,15.23416755,3.037935202,15.37134008,8.178638789,9.463198053,9.166910814,9.250714266,8,-97.25027,31.88254,6,6
12.43454597,14.73957103,1.090956095,15.38706902,7.551712215,9.237760968,8.788745882,9.217216676,6,-97.6302,32.45694,6,7
13.00483131,13.98763867,0.619682164,14.65176105,7.561641746,9.209439967,8.999619341,9.213335881,9,-97.31163,32.38415,6,9
12.29836464,14.64942787,-1.260279155,14.75224136,8.272059622,9.217812387,8.844480518,9.219795531,3,-97.68927,32.8656,6,11
12.70738112,14.56238806,1.297145414,15.23143265,7.913521017,9.405249044,8.880724576,9.610390847,2,-97.70193,32.86457,6,11
12.65599473,14.1348875,2.491015519,14.78244573,7.565275282,9.177507215,8.91449171,9.503905108,11,-97.39502,32.48682,6,9
12.31906199,13.97514333,1.076315804,14.55147007,7.961370202,9.173365136,8.885994315,9.302554856,9,-97.45566,32.40644,6,9
13.10185858,14.21092533,2.040506929,14.87940096,7.771067086,9.277157545,8.837100411,9.03085479,11,-97.54673,32.38149,6,9
12.39117782,14.50890771,1.849193361,13.99783211,7.642524134,9.077951184,8.917310693,9.256937657,12,-97.57398,32.83937,6,11
12.47006251,13.78195377,2.318971282,14.57764261,7.473069088,9.141311786,8.861066544,9.188094763,10,-97.45162,32.34504,6,9
13.00625868,14.56692665,-0.558577279,15.2298412,7.788211558,9.345395603,8.830689199,9.186457432,2,-97.57267,32.47052,6,9
13.1093754,14.50897119,2.772537109,15.16401271,8.260492857,9.380167531,9.017968479,9.288134399,4,-97.06586,32.87114,6,13
12.45420535,14.3205193,0.898502385,15.09447914,7.626082758,9.203315757,8.793005091,9.355565624,4,-97.60851,32.48227,6,9
12.53976602,13.6035542,2.260301446,14.38637484,7.82084088,9.126850061,8.874587876,9.385469458,11,-97.45158,32.34505,6,9
12.97128929,13.82856498,2.44173588,14.57723092,8.034955025,9.18737876,8.941152882,9.247154345,4,-97.36162,32.5161,6,9
12.46281344,14.29323679,0.308831035,15.06888134,8.240121298,9.377548291,9.012986392,9.219300113,11,-97.0644,32.88479,6,13
12.18681337,14.17632691,2.545422238,16.37306061,7.950854858,9.16136019,8.801017834,9.139595967,6,-97.60846,32.48227,6,9
13.45367949,7.050989447,0.231447202,14.67632325,8.194229305,9.114049712,8.989693701,9.198369,8,-97.59033,33.21761,6,14
12.28257525,13.4634919,2.283443922,14.35902135,7.772752716,9.182763604,8.943897803,9.277344601,7,-97.41166,32.30829,6,9
12.99718783,14.77854975,2.073548257,15.41411601,7.972466016,9.287579152,8.796490207,9.140454245,7,-97.59288,32.45191,6,9
11.31581509,14.34966201,2.728650158,14.24579835,8.284756593,9.064505024,8.843182098,9.096611607,6,-97.53485,32.46585,6,9
12.10974895,14.88489999,0.920138862,14.49812143,8.040124664,9.081711229,8.547334348,9.076808979,8,-98.14266,32.34591,6,5
13.17302988,14.07603852,0.668018413,14.73658105,7.855544678,9.228082053,8.921857979,9.210840247,6,-97.36775,32.55057,6,9
12.91807838,13.91722744,1.342252622,14.68763371,7.836764783,9.104424146,8.914088349,9.092119741,7,-97.4086,32.39607,6,9
12.02248028,14.87897914,1.988684494,14.51807724,7.440146681,9.14772001,8.561401446,9.134538659,11,-98.13351,32.42446,6,5
12.67657927,14.22097567,1.706269397,14.80945098,8.34640487,9.130214327,8.806424064,9.199481629,8,-97.51259,32.57861,6,13
12.45386978,14.6919867,2.744706693,15.48057048,7.620214771,9.254548627,8.793005091,9.234740259,8,-97.63384,32.50888,6,7
12.27510418,13.62313867,1.674175201,14.23437351,7.522400231,8.955448122,8.817297784,9.118225083,4,-97.77786,32.78521,6,11
13.13226816,14.64868052,1.710803993,15.0427834,8.069342367,9.262078567,9.033603193,9.157466882,6,-97.2542,33.10281,6,3
12.92875921,13.92883924,0.185882065,14.7199125,8.24407127,9.169101624,8.924789361,9.417598414,12,-97.36875,32.53518,6,9
12.97756417,13.67048479,1.353782876,14.60787392,8.167635715,9.179984252,8.926650321,9.156939595,2,-97.4156,32.60191,6,13
13.30825688,14.56462211,0.653806549,15.21582764,8.004365565,9.276596168,8.919988071,9.115260166,8,-97.36751,32.5868,6,13
12.37498385,14.24951777,-0.36764626,15.08586868,8.138564737,9.301094735,8.869960511,9.218606116,12,-97.60315,32.49105,6,9
12.15275625,14.3396472,0.486391967,15.11744076,7.956827122,9.243775148,8.910990495,9.159257582,2,-97.67804,33.12953,6,14
11.53631967,14.51588158,1.232075658,14.50567028,8.121777419,9.016391479,8.815370001,9.299632479,8,-97.49712,32.30832,6,9
11.30377111,14.50915761,1.824774152,14.51255513,8.521981708,9.005773206,8.836809882,9.307739278,7,-97.48757,32.29931,6,9
12.87935635,14.05641544,0.309002647,15.27956148,7.763871288,9.199481629,8.846496939,9.251194366,7,-97.61098,32.73768,6,11
12.73323903,13.51669743,1.11272649,8.987196821,6.486160789,9.11316846,8.983188799,9.336091577,9,-97.33338,32.57343,6,13
11.26316839,14.41982652,2.693749464,14.49776159,8.118505068,8.971829344,8.581106517,9.357466437,11,-98.0202,32.73662,6,11
13.22988416,14.08048679,0.639158999,14.83678958,7.788211558,9.11195547,8.926783114,9.099967314,4,-97.36081,32.56639,6,13
12.82894757,14.69575952,1.500185706,15.33987804,8.119993828,9.16785032,8.982184279,9.193092479,10,-97.3883,33.0502,6,3
12.18383215,15.17648711,1.529002661,14.73808709,7.786136438,9.166597449,8.635153989,9.209640127,4,-97.87548,32.4404,6,7
10.29792542,14.91838044,-0.09503073,14.59355939,8.199189359,9.19776159,8.580167991,9.053452616,3,-98.05192,32.40422,6,5
12.71399807,14.23265388,2.042130679,14.9046057,7.732369222,9.181632208,8.792853289,9.02737861,7,-97.6106,32.47915,6,9
12.9586932,14.0278447,1.35590744,14.81717793,8.434897949,9.21820933,8.945071894,9.177507215,12,-97.39497,32.48681,6,9
13.45879561,15.09810968,0.976347724,14.82924301,8.145549632,9.278185919,8.982435504,9.21662061,4,-97.31944,32.49338,6,9
13.26079226,15.34586197,0.877240067,15.30809955,8.016317899,9.36391946,9.036225052,9.277064004,12,-97.17992,32.4817,6,9
12.17382318,15.32645322,1.685191212,15.18720435,7.44775128,9.428672366,9.04192172,9.414504957,9,-97.25377,32.11773,6,6
12.24614876,14.71037334,1.53410938,14.49216447,8.24957515,9.093806556,8.789507787,9.37627845,12,-97.59362,32.26482,6,9
13.19461892,14.81393412,0.221913741,14.53202166,7.895436007,9.20532783,8.872907674,9.406071616,12,-97.43289,32.52536,6,9
12.39621355,14.03384255,1.398088373,15.2765705,8.334951631,9.240578555,8.966866554,9.445254379,9,-97.293,32.21728,6,6
12.61207094,15.27505538,1.047959525,15.00249569,7.845024417,9.174194925,8.785692444,9.309189736,4,-97.55986,32.29537,6,9
12.35268498,14.94600904,1.697891667,14.68462834,7.864419905,9.260558088,9.028578658,9.210240367,9,-97.15888,32.49249,6,9
12.46262776,14.22164211,1.233150745,14.87335293,7.470224136,9.322954516,9.080117785,9.363662137,12,-97.03755,32.92132,6,13
13.19785297,14.58769995,1.670534617,14.6377921,8.028129059,9.308646061,9.044757931,9.346006983,6,-97.49704,33.15734,6,14
12.30613515,13.66983718,0.515806262,14.62723513,7.566311015,9.134538659,8.980801414,9.329899607,13,-97.57197,33.19483,6,14
12.62779817,15.49953633,2.248083969,14.00631024,8.251924714,9.341544058,9.113609183,9.227295813,5,-97.30845,33.28444,6,3
11.78852483,14.6588004,1.948673444,14.31255039,7.981733287,9.140025198,8.627839712,9.390576422,5,-98.03658,32.48346,6,7
12.4526358,13.83335048,-0.167001381,14.74849792,7.313220387,9.159047078,8.961879013,9.317399444,6,-97.58584,33.18038,6,14
12.46273994,14.03687733,1.589402299,14.70597135,7.690286021,9.252249775,8.977777599,9.163772736,10,-97.28042,32.39334,6,9
13.16612377,14.7575205,2.170379572,15.41625358,7.986844901,9.408043031,9.077151778,9.149528233,2,-97.23451,33.08861,6,3
13.36810251,14.51284894,1.815751544,15.15549079,7.817625443,9.232004012,8.956479848,9.261983605,6,-97.27703,32.50988,6,9
13.40822329,14.6479848,1.05252128,15.29457369,8.368693183,9.29366998,8.902455592,9.0653146,9,-97.39744,32.5338,6,9
12.71117794,14.14840497,0.662580956,15.04996407,7.497207223,9.16293425,8.820994646,9.129672469,8,-97.51789,32.2484,6,9
11.69847514,13.7011093,1.155156309,14.67354062,8.173575487,9.158309964,8.937218451,9.227492431,13,-97.51675,32.24936,6,9
12.54181605,16.85612107,0.278714187,14.42520874,7.429520843,8.95751051,8.692657961,9.075665469,7,-97.74205,32.50014,6,7
11.82035134,14.94555691,1.240356708,15.17168174,7.530479995,8.983941528,8.618485443,9.260843354,7,-97.6824,32.2373,6,12
12.12855425,14.24247881,-0.016002326,14.73338244,8.280457687,9.168267596,8.882252885,9.339612708,5,-97.43669,32.33605,6,9
12.74936159,13.96349944,2.057587345,14.70031805,8.050065423,9.07612303,8.907883014,9.260367866,6,-97.45259,32.98805,6,13
12.76404136,14.65119843,1.448198587,15.39517666,7.786967003,9.61873452,9.188810253,9.175231195,6,-97.06568,32.91621,6,13
13.13096825,14.18249814,1.744280223,14.09611061,7.590852124,9.240869577,8.978282203,9.098290868,7,-97.36418,32.52547,6,9
13.2970072,14.03062194,-0.061917322,14.72270726,7.24636808,9.182763604,8.92038906,9.259606613,12,-97.26759,32.76916,6,13
12.55689852,13.61583936,0.933764778,14.40114379,7.349230825,9.142061531,8.948326046,9.133459328,6,-97.20677,32.79772,6,13
11.3386316,14.00893689,1.699688069,14.54820532,8.243019469,9.088511664,8.803273983,9.638740451,12,-98.03256,33.15992,6,8
10.91989508,13.75788145,1.070543059,14.78721821,7.673223121,8.947415951,8.681350778,9.245900547,12,-97.65116,32.23521,6,12
12.30431035,13.83571899,1.607576185,15.19342138,8.276649125,9.192787213,8.910315776,9.137554602,7,-97.41108,32.52242,6,9
12.37440514,14.56326902,0.885102323,15.21900121,7.888334501,9.361944956,8.866158492,9.228867677,2,-97.56928,32.46187,6,9
12.82312141,14.90743386,-0.617937553,16.4301758,7.778211475,9.326522126,8.843182098,9.116798628,4,-97.57267,32.47056,6,9
12.3086518,6.812345094,0.215126067,14.14681949,8.013674143,9.053101596,8.851520272,9.267665439,9,-97.46733,32.51855,6,9
13.68436489,15.2067651,0.692655331,15.17272543,8.29154651,9.255600503,8.927314111,9.136693832,9,-97.38165,32.49939,6,9
12.73955564,14.7981881,1.878207438,14.92288237,8.14786713,9.271905728,9.076237387,9.325453179,7,-97.14786,33.08302,6,3
12.48972787,14.42527613,1.036394419,11.26446411,7.75576717,9.084777149,8.797397374,9.301094735,6,-97.67441,32.50193,6,7
12.68341801,14.16968237,1.519766713,14.82469255,8.040768994,9.203919804,8.879054662,8.992557427,12,-97.45424,32.53456,6,9
12.25429598,13.18063229,0.46023271,13.85093175,7.685703061,9.160309438,8.912607964,9.491073355,6,-97.42506,32.44471,6,9
13.70988779,14.8284197,2.553429661,15.45111668,8.225770799,9.339261152,9.027618735,9.129130317,6,-97.18756,32.57762,6,13
12.17323949,14.29310344,1.429518231,14.89217576,7.825245291,9.11018849,8.707813551,9.122601458,8,-97.83056,32.72202,6,11
12.4510364,14.85698796,1.498814724,14.6074754,7.245655068,9.114049712,8.815815204,9.052750451,8,-97.70211,32.4646,6,7
13.34850403,14.95718234,1.77672238,15.89470432,8.115221973,9.368796058,8.998878325,9.306195858,6,-97.2932,32.99604,6,3
13.13741552,14.78869189,1.841750777,14.83910184,8.182838711,9.191055611,9.037176753,9.107975365,11,-97.37755,32.48889,6,9
12.09323424,15.04181221,1.236813651,14.68579086,7.444248649,9.127502094,8.574895902,9.2570331,4,-98.04805,32.40298,6,5
11.90012476,14.42614532,2.550318046,14.3476647,8.404472321,9.121946221,8.723394022,9.252441548,2,-97.80983,32.63623,6,11
12.63533891,14.3038206,1.254689513,14.97315373,7.540621529,9.243968553,8.776012719,9.135293498,9,-97.60318,32.44207,6,9
12.95185971,14.04667148,1.586508507,14.69795739,8.038834758,9.261888634,9.024131268,9.136047767,8,-97.38966,32.40217,6,9
12.68913131,14.31374565,1.389624815,14.96689175,8.02059915,9.274441297,8.806573821,9.181014543,8,-97.60318,32.44211,6,9
12.77953217,14.07602696,1.990524998,14.72684905,8.106212903,9.250714266,9.030016818,9.131838144,12,-97.17067,33.06543,6,3
12.56733853,15.37293913,2.004947298,15.29010467,7.251344983,9.3079207,9.037176753,9.281171553,6,-97.13039,32.44452,6,9
13.55168042,14.60427696,1.624241808,14.63627801,7.868254266,9.369052063,8.942460927,9.203718496,12,-97.40259,32.40689,6,9
12.59565224,14.08362747,1.756138309,14.94046288,8.567315801,9.231122911,9.013229998,9.377971213,2,-97.38961,33.09861,6,3
12.12961268,13.71015004,2.661497004,14.38247528,7.775275846,9.222466552,8.890135108,9.081369991,12,-97.39653,32.29468,6,9
13.19636634,15.22240429,1.618043373,15.2040469,8.117908942,9.169726689,8.794824928,9.103645633,9,-97.51277,32.33953,6,9
11.75491432,14.31893446,1.099933542,14.92673893,7.982074875,9.345919666,9.121509158,9.048997222,2,-97.19726,31.98413,6,6
12.58493365,14.24729297,-0.661667188,15.07997282,7.544332108,9.132811169,8.942460927,9.228965836,6,-97.40389,33.02059,6,14
11.10701526,14.22097567,2.254792543,14.01592249,6.063785209,9.079434102,8.775085935,9.143131622,3,-97.89945,32.99744,6,11
11.78610792,13.51333733,1.276674026,14.34244257,7.921535632,9.285911559,8.837826364,9.089866219,13,-97.50251,32.33917,6,9
13.07818158,13.89985171,1.573408887,14.66429132,7.98752448,9.052984561,8.901094122,9.068315872,12,-97.45979,32.95001,6,13
11.83476256,15.38749579,0.873136988,15.12583653,8.112527763,9.123801611,8.699848026,9.199279425,6,-97.70023,32.31415,6,12
13.13847686,14.58787133,2.560974824,15.01616306,7.622663951,9.257414779,8.899184943,9.252441548,10,-97.45335,32.97535,6,13
12.2605561,13.91245576,1.303039882,14.89297684,8.050065423,9.197457746,8.936561205,9.322775801,7,-97.33456,32.26622,6,9
11.88332973,13.91987057,2.082187063,15.038614,7.868254266,9.230339058,8.950273467,9.265396578,6,-97.33445,32.26625,6,9
12.98590657,14.71614334,1.990832268,15.67474455,8.005367067,9.220686664,9.029417836,9.465602553,10,-97.24479,33.10962,6,3
12.86407699,14.62821697,1.664920469,15.36420179,7.784889296,9.498522319,9.195226734,9.13884437,11,-97.09652,33.16879,6,3
11.78632858,13.86951188,0.756710315,14.6496068,7.758760544,9.204825191,9.04192172,9.109967398,8,-97.06119,32.91696,6,13
11.55717199,14.1113096,1.550041001,14.459063,5.303304908,9.070503427,8.521185213,9.333530983,11,-98.08239,32.33454,6,5
12.14365454,14.24456198,0.705560744,14.36333828,7.862112212,9.15377002,8.887376485,9.238927829,8,-97.56396,32.33295,6,9
12.525148,14.76233049,1.621766158,14.78408933,7.629489916,9.13905917,8.827614751,9.229652683,12,-97.62065,32.40738,6,7
12.59693837,14.59831561,1.843683859,15.47184083,8.009363077,9.279866435,8.973984927,9.258940042,6,-97.44287,33.11487,6,14
12.65964832,14.33311317,1.601563533,15.12379527,7.708859601,9.289151552,9.02352875,9.09492952,8,-97.3688,33.14211,6,3
12.83519051,14.2386846,1.723166018,15.14912698,7.631431665,9.212837252,8.967759127,9.376109015,12,-97.45243,33.09039,6,14
12.75201538,14.5269887,0.929135565,15.40005765,8.515191189,9.342245443,9.012011377,9.263312257,3,-97.36922,33.1301,6,3
13.45946399,14.74242466,2.416568508,14.89850959,7.869019376,9.129455643,8.856233556,9.290998275,12,-97.49405,32.64162,6,13
12.20231058,14.46051736,1.625613366,14.15020121,8.090095783,9.260082464,9.04192172,9.313257906,9,-97.16975,32.34863,6,9
13.97837233,15.70130667,0.434515797,15.66467473,7.391415235,9.423837546,8.95493186,9.308283446,8,-97.27059,32.47851,6,9
13.07606391,13.97529676,1.682315088,14.63107358,7.349873705,9.254835612,8.938400406,9.106312302,4,-97.30715,32.54267,6,9
12.31828911,14.15910026,1.293405869,15.14805281,7.252053952,9.200290036,8.935903526,9.211040127,11,-97.61409,33.20322,6,14
12.62458559,15.02951904,0.135529114,15.55494568,7.336936914,9.294957218,9.104757609,9.400795429,6,-97.15766,32.22906,6,6
12.11591268,14.01865546,2.158656267,14.62126742,7.691200098,9.132703102,8.955448122,9.391911647,6,-97.75968,32.93341,6,11
13.55839002,14.15910026,2.01910453,15.03227085,7.937374696,9.257987025,8.929567708,9.470933839,11,-97.26758,32.76912,6,13
13.13852212,14.24764356,1.341582782,14.79433656,7.171656823,9.129347213,8.920121752,9.275097619,8,-97.53899,32.60543,6,13
13.72515906,14.91395617,1.321107343,15.31957995,7.951559331,9.324293862,8.959954084,9.236203032,4,-97.26723,32.61515,6,13
12.55790137,14.6195822,1.297456358,15.19458542,8.084254106,9.279399908,9.04192172,9.142168592,10,-97.20531,32.19396,6,6
12.38867333,13.26954986,1.506688709,14.64000437,7.117205503,9.180911561,9.000113046,9.248983996,9,-97.25394,32.63154,17,13
13.67962783,14.25373581,1.260117842,14.91946256,7.709756864,9.28804188,8.981178748,9.259130536,7,-97.33387,32.95603,17,13
11.64704543,13.72770505,2.672982556,14.57371488,7.392647521,9.207135241,9.062768008,9.031452912,7,-97.11377,32.38023,17,9
11.62668263,14.03865411,-2.980381324,11.00209984,7.770223204,9.014933576,8.639410824,9.13884437,8,-98.05352,32.41529,17,5
11.9916844,12.91040702,2.048373096,13.54755006,7.31521839,9.254548627,9.046644279,9.243097936,7,-97.29428,32.29199,17,9
12.51699261,13.97379554,2.053551889,14.82267765,7.96797318,9.085003881,8.904494329,8.896040502,6,-97.38985,32.95264,17,13
13.59613116,14.3102068,1.672587327,12.03765399,8.163371316,9.271435471,8.900821605,9.026537719,11,-97.45286,32.39801,17,9
12.56226697,13.73007684,0.898514568,14.34980854,7.980707821,9.04581944,8.965462329,9.089527752,9,-97.33517,32.9447,17,13
13.14468049,14.55963598,0.912804939,15.64298846,8.142063283,9.260367866,8.942460927,9.101194925,14,-97.37553,32.90694,17,13
11.36887032,13.75065199,0.500675366,14.00621356,7.803843304,9.214631153,9.052750451,9.333442569,6,-97.31634,32.28765,17,9
11.64280394,13.14510286,2.208468911,14.15696323,8.05610966,8.992681751,8.855805993,9.1616752,7,-97.57669,32.9322,17,11
11.54489883,14.45028683,1.578435516,15.01941096,7.644919345,9.122601458,8.76950712,9.13905917,9,-97.68511,32.67712,17,11
12.145218,13.34870182,1.557896816,10.71441777,7.181591945,9.158204618,8.896998553,9.318297513,6,-97.44369,32.29801,17,9
12.7224558,14.0412643,2.101831997,14.79876138,8.040768994,9.085683767,8.93485034,9.143131622,7,-97.30067,32.60918,17,13
11.58409197,12.83201108,2.431816434,13.95066189,7.865187954,9.04192172,8.639410824,9.175955945,5,-97.84479,32.37692,17,7
12.28765263,14.65442509,2.027446677,14.92117393,7.874739125,9.2043223,8.845057054,9.329189506,10,-97.62808,32.77069,17,11
12.51140061,14.34649345,0.929768609,14.92526652,7.206377291,9.258177701,8.865029187,9.17543832,11,-97.628,32.77072,17,11
11.84262482,13.45597438,2.388582382,14.46027599,7.61283103,8.965206803,8.681011277,9.201904893,8,-97.79148,32.51353,17,7
13.40091742,14.99072179,1.783363081,15.28421498,7.69802917,9.184201714,8.838116598,9.093806556,12,-97.56097,32.40101,17,9
12.5448458,14.61146069,2.322517817,13.81551056,8.082711134,9.126958763,8.834919385,9.096051226,6,-97.55076,32.50025,17,9
11.58707701,13.69447223,2.590266525,9.392661929,7.621684999,9.005527777,8.583542572,9.04192172,9,-97.87958,32.47598,17,7
13.58347635,13.99393537,1.49279834,14.82375822,6.749931194,9.173987543,8.92038906,9.213834261,4,-97.50041,32.98139,17,13
12.88890178,14.64776729,0.866483604,14.87330085,7.549609165,9.249753374,9.057189192,9.26860928,11,-97.23821,32.33954,17,9
12.29137381,14.42972275,0.675881083,15.08735825,7.172424577,9.13798471,8.812843434,8.977903774,13,-97.7636,32.72146,17,11
13.2459111,14.74747777,1.68089169,15.01848286,7.521859252,9.157150543,8.818334284,9.27312736,5,-97.54747,32.40935,17,9
13.13241469,14.09276343,1.617303431,15.01604747,7.380255788,9.139917908,8.933268479,9.143131622,11,-97.39434,32.98419,17,13
12.83325896,13.85761173,-0.554629961,15.06828153,7.591861715,9.189218875,9.03539157,9.023649283,9,-97.38212,33.22185,17,3
12.87483235,14.466598,-1.306895104,15.38673017,7.777792626,9.235032985,9.047233034,9.183482918,9,-97.33181,33.14733,17,3
12.61617366,14.09616802,-0.69038947,15.03634048,7.828436359,9.247154345,9.087607607,9.257987025,4,-97.34352,33.14256,17,3
12.8373524,13.83531319,0.799496749,14.77692837,7.35436233,9.147081032,8.940236232,9.213535263,8,-97.50888,33.09685,17,14
12.79998219,14.27554276,1.692492039,15.17777705,7.864035659,9.151651376,8.951051374,9.168788945,14,-97.38527,32.99862,17,3
13.12570579,14.0231343,1.979013343,17.21895561,7.612336837,9.273315171,9.078521797,9.142810715,14,-97.33052,33.13328,17,3
13.27361042,14.10324263,1.115526791,15.01547534,7.691656823,9.27799902,9.037771107,9.195226734,7,-97.34568,33.13913,17,3
12.72532169,14.3864901,-0.202492485,14.67417218,7.381501895,9.2716236,9.015541294,9.244741799,10,-97.17718,32.5216,17,9
12.58742264,14.42339937,2.102709438,15.32478377,7.957177323,9.190137665,8.980675604,9.275659838,10,-97.30725,33.05892,17,3
12.82951599,14.31081637,1.63109617,15.22404575,7.297768283,9.210340372,9.035510681,9.15440474,6,-97.33777,33.14835,17,3
13.02972822,14.22596321,0.780871579,15.03133061,7.175489714,9.209039526,8.980927208,9.162199997,12,-97.48044,33.09031,17,14
13.50181437,14.5266941,1.304447523,14.7893152,7.237059026,9.148784066,8.935903526,9.285726099,6,-97.34,32.43132,17,9
12.67251055,14.56621885,1.032081726,14.80876233,7.26961675,9.278185919,9.042868018,9.333088837,9,-97.18026,32.3837,17,9
13.12594496,14.05410453,2.866635832,14.91188635,7.416378479,9.114159814,8.972083183,9.18152929,10,-97.25768,32.62772,17,13
12.61227748,14.59941438,2.023648789,15.175119,8.0522965,9.097619502,8.823353485,9.038840054,8,-97.57598,32.32362,17,9
11.99146134,14.45683799,-0.708479225,14.76093903,7.757478767,9.103200496,8.866158492,9.230142999,9,-97.58624,32.32783,17,9
12.06009266,14.71482358,2.750412497,15.15943485,7.994969523,9.017968479,8.722580021,9.093019729,12,-97.8103,32.3996,17,7
12.9503121,14.66647953,0.932310738,15.04215012,8.103191752,9.150590368,8.865876285,9.014447135,6,-97.5963,32.31216,17,9
9.535534969,14.5267383,0.84428118,14.9372689,7.903965634,9.066700922,8.799360083,9.234447447,8,-97.5946,32.33373,17,9
11.06278721,13.58898755,1.997605424,14.71183284,7.762170607,9.140990294,9.002085433,9.024251729,6,-97.19488,33.01687,17,3
12.29437194,14.27171884,0.274366413,15.29781258,7.902857191,9.356257247,9.016755623,9.103311799,14,-97.19871,33.01356,17,3
12.58937053,14.09723768,-2.329781596,14.95128567,7.65349491,9.339612708,9.011889433,9.112727543,12,-97.18518,33.01291,17,3
12.52071549,13.98430774,1.631374712,14.82828387,7.80710329,9.320986892,9.032409163,9.030495745,13,-97.18513,33.01286,17,3
12.42176047,14.2115985,0.724862759,15.16696551,7.893945138,9.151969459,8.872487182,9.07543661,12,-97.50974,32.70242,17,13
12.88526541,14.49981879,2.318997929,15.46005342,8.145259567,9.170039075,8.812843434,9.154933365,3,-97.55604,32.62052,17,11
11.8008975,14.0115542,0.987012796,14.73242589,8.029432841,9.143880005,8.839276691,9.032528631,4,-97.68524,32.5746,17,11
11.88508884,14.09622844,0.805953831,15.27455572,8.222553638,9.267098706,9.088511664,9.105979357,11,-97.4103,33.40161,17,14
12.00187964,13.6035542,2.235450262,14.3062906,7.549609165,9.050992879,8.817297784,9.292749508,13,-97.71831,32.57002,17,11
13.01188088,14.33614314,0.292109236,15.53801212,7.790696031,9.34145635,9.120743838,9.234252192,14,-97.3717,33.37257,17,3
12.4561463,14.01593968,2.097835849,15.07608692,7.452982329,9.375346207,8.984066928,9.277064004,9,-97.19878,33.01353,17,3
13.86549239,14.43257066,2.943106087,15.42245376,7.592366129,9.206834233,8.970050662,9.206131527,6,-97.28061,32.55909,17,13
11.35425793,13.6942634,-0.036530745,15.05821107,7.793586803,9.320986892,9.014325488,9.274816391,12,-97.4249,33.28171,17,14
12.83817652,13.84786157,-0.402283529,15.14471221,7.696212639,9.14174028,8.832733592,9.050992879,7,-97.57087,32.61586,17,11
11.84308496,13.75632303,2.504257021,14.38947885,7.522940918,8.989194823,8.901094122,9.348187439,9,-97.47731,32.90112,17,13
13.61187057,14.20605626,0.579254896,14.95895854,8.064636476,9.205629292,8.987196821,9.390409394,8,-97.26404,32.44557,17,9
14.2504445,16.27579044,1.89770675,15.40226759,6.880384082,9.222664122,8.980927208,9.150059441,11,-97.20902,32.48359,17,9
11.65290478,14.08139937,1.500447348,14.13095905,7.752335163,9.082507,8.853665428,9.040737588,12,-97.53393,32.48397,17,9
12.70308024,14.82390269,-0.185825661,14.8896382,7.563719668,9.148464968,8.825412915,9.239802082,6,-97.54548,32.36498,17,9
12.94389439,14.62316163,0.084893558,14.55420455,7.035268599,9.195226734,8.860782896,9.079206104,4,-97.4842,32.476,17,9
12.68804499,14.62764716,1.703750272,14.57550812,7.848153086,9.011523513,8.792549614,9.118773178,10,-97.58655,32.26822,17,9
11.84195579,14.52385222,1.263917781,13.9995132,8.191740021,9.030016818,8.565983356,9.166910814,12,-98.06498,32.39429,17,5
13.05196237,14.31908496,2.489070944,14.88074805,7.432483808,9.153134898,9.010547069,9.070503427,5,-97.26043,32.63754,17,13
12.76707889,14.45611788,1.255354872,14.9320551,7.740664402,9.151863442,8.968014001,9.106423259,9,-97.29273,32.60902,17,13
13.24108286,13.81423675,0.778528178,14.50286499,7.967280179,9.083869708,8.97866049,9.146867949,12,-97.30259,32.58616,17,13
11.22456316,13.33413046,0.889051135,14.5829402,7.691656823,9.140454245,8.980298079,9.107753783,9,-97.37711,32.22359,17,9
12.43373398,12.63487986,1.615341288,13.76712881,7.956827122,9.102977854,8.964567703,9.246479419,5,-97.40271,32.58636,17,13
12.73832311,13.74909721,1.886143851,14.84646908,7.056175284,9.053101596,8.823647949,9.35045008,8,-97.55482,32.57576,17,11
11.95566067,14.76314491,2.104226068,15.16426348,7.529943371,9.061144066,8.782936356,9.200492036,4,-97.62432,32.32856,17,7
13.08924083,15.20866881,-1.034227979,12.26434155,8.03915739,9.332558005,9.054271186,9.275659838,9,-97.13038,32.44368,17,9
11.38094715,13.51075014,1.407757568,14.32258596,7.768110379,9.148464968,8.714567551,9.397898196,9,-97.78186,32.54009,17,7
13.21621067,15.42332595,1.897627154,14.15198279,7.494430215,9.280798836,8.824530822,8.906799884,12,-97.55971,32.40139,17,9
12.58654468,14.35550656,3.259749957,15.01693392,8.160518247,9.280705635,8.905444319,9.152499372,7,-97.56784,32.69763,17,11
12.10595945,13.53452203,2.231150585,14.3216243,8.131530711,9.084323531,8.959568654,9.056373009,7,-97.27797,32.60682,17,13
12.42663286,14.17329269,1.426263675,15.30496963,8.202482447,9.228278517,9.055556158,9.243001154,8,-97.14646,32.4754,17,9
12.72480096,13.95170179,1.448097126,14.78110332,7.803843304,9.123692565,8.954673629,9.234935419,9,-97.36066,32.91707,17,13
12.84391058,13.55793083,2.188160755,14.7155963,6.905753276,9.09549053,8.924789361,9.111624399,5,-97.3259,32.95921,17,13
12.4777549,13.70452313,1.235739695,14.55992483,7.807916629,9.080801001,8.950143756,9.289983,4,-97.31546,32.65985,17,13
