Customer,Default,card_class,Gender,Education,Marital_Status,Age,Credit_Limit,Jun_Status,May_Status,Apr_Status,Mar_Status,Feb_Status,Jan_Status,Jun_Bill,May_Bill,Apr_Bill,Mar_Bill,Feb_Bill,Jan_Bill,Jun_Payment,May_Payment,Apr_Payment,Mar_Payment,Feb_Payment,Jan_Payment,Jun_PayPercent,May_PayPercent,Apr_PayPercent,Mar_PayPercent,Feb_PayPercent,Jan_PayPercent
27772,0,2,,,2,,5100,0,0,0,0,0,0,2365.58,2320.64,2547.69,2537.78,2588.19,2538.84,105.44,342,87.35,87.76,88.92,103.15,0.0446,0.1474,0.0343,0.0346,0.0344,0.0406
3888,0,3,1,3,2,43,10300,0,0,0,0,0,0,5428.94,5315.98,4994.67,4881.23,4748.64,4702.47,199.15,181.6,181.33,172.2,175.04,154.99,0.0367,0.0342,0.0363,0.0353,0.0369,0.033
13378,0,2,2,3,1,30,2700,1,-1,2,2,-2,-2,0,57.59,51.61,-12.21,-12.21,-12.21,57.59,0,0,0,0,0,1,0,0,1,1,1
1889,0,2,2,2,1,32,3100,1,2,2,2,2,2,2941.1,2865.24,3029.33,2953.68,3115.79,3055.67,0,246.24,0,212.04,0.82,112.86,0,0.0859,0,0.0718,0.0003,0.0369
3528,0,1,2,2,1,50,700,1,2,2,2,3,2,272.68,331.26,320.86,370.08,354.35,343.57,68.4,0,54.72,0,0,51.3,0.2508,0,0.1705,0,0,0.1493
9204,0,1,2,3,2,50,1700,-2,-2,-2,-1,0,0,1668.31,1719.68,1757.88,323.63,330.41,337.01,78.08,82.08,323.63,11.97,12.07,12.48,0.0468,0.0477,0.1841,0.037,0.0365,0.037
22242,0,2,2,2,2,30,5100,-1,-1,-2,-2,-1,-1,1.88,-3.21,-7.11,-7.11,33.96,0,0,8.17,0,41.07,0,74.69,0,1,1,1,0,1
6972,0,1,1,2,2,37,700,0,0,-2,-1,0,0,545.83,0,-66.79,204.69,235.74,282.94,0,617.21,273.09,34.2,68.4,0,0,1,1,0.1671,0.2902,0
16196,0,3,2,3,2,,13700,-2,-2,-2,-2,-2,-2,48.97,277.88,239.98,359.96,454.69,377.02,278.11,240.02,360.54,457.53,377.74,227.98,1,0.8638,1,1,0.8308,0.6047
486,0,2,1,2,1,31,6500,0,0,0,0,0,0,6072.35,6177.65,5913.66,4450.75,3949.89,4017.3,259.92,215.56,141.49,119.77,137.72,120.28,0.0428,0.0349,0.0239,0.0269,0.0349,0.0299
25658,0,2,2,1,2,32,9900,-2,-2,-2,-2,-2,-2,50.79,10.23,0,0,15.05,0,10.23,0,0,15.05,0,0,0.2014,0,1,1,0,1
12186,0,2,2,,2,,5100,-1,-1,-1,-1,-1,-1,190.19,141.62,263.82,334.2,463.03,199.01,141.62,264.2,334.2,463.03,199.01,147.13,0.7446,1,1,1,0.4298,0.7393
20019,0,3,2,2,2,42,17800,0,0,0,0,0,0,14962.23,13866.12,13033.14,12075.13,11291.85,11094,503.08,485.64,420.66,383.04,383.04,383.04,0.0336,0.035,0.0323,0.0317,0.0339,0.0345
1119,0,2,2,3,1,54,4800,1,-2,-2,-2,-2,-2,-5.13,-5.13,-5.13,-5.13,-5.13,-5.13,0,0,0,0,0,0,1,1,1,1,1,1
14058,0,3,2,1,1,28,12300,0,0,0,0,0,-2,5638.11,6583.94,6088.63,4035.5,0,0,1048.23,318.06,205.2,0,0,0,0.1859,0.0483,0.0337,0,1,1
28877,0,2,2,1,2,33,4800,-2,-2,-1,-1,-1,-1,32.63,34.71,10.6,80.75,29.21,19.32,34.71,10.6,80.75,29.21,19.32,23.02,1,0.3054,1,0.3617,0.6614,1
29037,0,2,2,1,1,49,7900,-2,-2,-2,-2,-2,-2,35.36,10.23,307.59,61.42,135.77,246.72,10.23,307.7,61.83,135.77,246.72,125.99,0.2893,1,0.201,1,1,0.5107
12531,0,2,2,1,2,24,4800,-1,-1,0,0,0,0,458.55,3330.94,3180.26,3213.43,3307.96,3130.63,3330.94,139.19,110.3,141.49,106.02,78.66,1,0.0418,0.0347,0.044,0.032,0.0251
19189,0,3,,,1,,14400,-2,-2,-2,-2,-2,-2,167.72,179.48,182.76,172.98,69.05,83.55,182.35,182.9,173.22,69.05,83.55,160.64,1,1,0.9478,0.3992,1,1
19595,0,2,,,1,,6800,0,0,0,0,-2,-2,696.83,430.51,327.33,0,0,0,37.24,52.19,0,0,0,0,0.0534,0.1212,0,1,1,1
17553,0,2,2,2,1,35,3800,0,0,0,0,0,0,1595.09,1630.86,1666.81,1715.37,1763.35,1811.4,54.72,54.72,68.4,68.4,68.4,68.4,0.0343,0.0336,0.041,0.0399,0.0388,0.0378
14713,0,2,2,1,1,42,8900,-2,-2,-2,-2,-2,-1,205.2,166.08,148.02,537.32,0,4356.91,156.29,148.87,607.63,793.75,4356.91,0,0.7616,0.8964,1,1,1,0
14959,0,3,1,2,2,48,12300,0,0,0,0,0,0,1001,915.29,793.51,854.28,914.3,614.1,51.3,68.4,68.4,68.4,68.4,102.6,0.0512,0.0747,0.0862,0.0801,0.0748,0.1671
6489,0,3,2,1,2,39,17100,-1,0,0,0,-2,-2,151.06,192.96,297.16,-4.48,-4.48,-4.48,186.97,171.89,0,0,0,0,1,0.8908,0,1,1,1
18361,0,2,2,2,2,23,2100,1,2,-1,0,0,0,324.59,311.01,1486.23,1179.25,981.37,890.57,0,1486.33,58.14,37.62,34.2,34.2,0,1,0.0391,0.0319,0.0348,0.0384
3946,0,3,,,2,,17100,-2,-2,-2,-2,-2,-2,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0,0,0,0,0,0,1,1,1,1,1,1
3666,0,2,2,2,1,28,3400,0,0,0,0,0,0,1245.84,1670.67,714.92,477.26,498.4,550.07,205.2,171,34.2,136.8,171,273.6,0.1647,0.1024,0.0478,0.2866,0.3431,0.4974
10580,0,3,2,1,2,31,12300,-2,-2,-2,-2,-2,-2,428.22,641.11,1625.7,6.36,1305.38,91.14,644.43,1650.87,6.4,1311.88,91.59,210.98,1,1,0.0039,1,0.0702,1
10407,0,3,1,1,2,29,12300,-2,-2,-2,-2,-2,-2,411.02,1069.84,985.75,1748.3,75.99,-1.16,1095.7,991.18,1757.16,76.37,0,0,1,0.9265,1,0.0437,0,1
2571,0,2,2,,2,,6200,0,0,-2,-2,-2,-2,6315.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
22569,0,2,1,2,1,32,6800,1,2,0,0,0,0,4604.18,3375.51,2531.31,1862.94,1728.47,1589.82,11.66,274.42,171,273.6,62.28,171,0.0025,0.0813,0.0676,0.1469,0.036,0.1076
20107,0,2,2,2,1,30,8900,0,0,0,0,0,0,5046.72,5122.37,5184.14,5317.86,5424.94,5537.05,243.81,177.12,180.44,155.17,159.71,161.32,0.0483,0.0346,0.0348,0.0292,0.0294,0.0291
28007,0,2,2,2,2,24,3800,0,0,0,0,0,0,212.62,271.79,330,392.34,453.73,514.64,68.4,68.4,68.4,68.4,68.4,0,0.3217,0.2517,0.2073,0.1743,0.1508,0
19903,0,3,,,1,,13700,-2,-2,-2,-2,-2,-2,0,27.5,382.77,0,0,0,27.5,384.48,0,0,0,0,1,1,0,1,1,1
446,0,2,1,2,2,34,7500,0,0,0,0,0,0,1275.8,1139,1000.49,850.73,695.25,533.59,54.72,51.3,37.62,34.2,20.52,17.1,0.0429,0.045,0.0376,0.0402,0.0295,0.032
20485,0,2,1,1,2,28,9900,0,0,0,0,0,0,627.88,649.29,606.78,599.53,278.22,258.52,51.3,51.3,34.92,6.33,13.24,68.4,0.0817,0.079,0.0575,0.0106,0.0476,0.2646
20458,0,2,1,1,2,,3400,-1,-1,-1,-1,-1,-1,52.05,9.95,61.25,80.95,156.94,9.95,9.95,61.25,80.95,157.76,9.95,9.95,0.1912,1,1,1,0.0634,1
3967,0,2,2,2,2,25,2100,0,0,2,6,5,4,1516.12,1661.78,2022.21,1972.07,1922.9,1872.76,171,410.4,0,0,0,0,0.1128,0.247,0,0,0,0
24959,0,2,1,2,2,48,2700,0,0,0,0,0,0,2542.74,2582.92,2648.72,1645.29,1337.36,1351.79,116.28,136.8,68.4,68.4,48.67,75.24,0.0457,0.053,0.0258,0.0416,0.0364,0.0557
22087,0,2,2,2,2,,3800,0,0,0,0,0,0,1917.7,2039.52,2160.72,2278.99,2326.87,2409.32,153.9,153.9,153.9,85.5,119.7,198.36,0.0803,0.0755,0.0712,0.0375,0.0514,0.0823
11182,0,2,2,1,2,26,4800,0,0,0,0,0,0,2877.96,3002.21,3092.5,3147.15,3261.89,3359.71,171,171,136.8,171,171,171,0.0594,0.057,0.0442,0.0543,0.0524,0.0509
11298,0,3,2,1,2,50,12300,-1,-1,-1,-1,-1,-1,394.33,401.95,0,97.64,59.17,0,402.29,0,97.64,59.17,0,381.33,1,0,1,0.606,0,1
29880,0,2,1,2,2,37,7200,0,0,0,0,0,0,646.24,676.37,711.46,746.11,760.95,776.89,51.3,46.17,46.61,27.26,28.22,28.35,0.0794,0.0683,0.0655,0.0365,0.0371,0.0365
3970,0,2,2,2,2,26,3100,0,0,0,0,0,0,747.41,787.83,824.22,855,855,897.89,52.53,54.72,51.3,0,42.89,41.52,0.0703,0.0695,0.0622,0,0.0502,0.0462
21077,0,2,1,1,1,46,7900,1,2,2,2,2,2,6488.56,6604.43,6738.73,6850.26,6943.22,6829.36,273.6,290.7,273.6,256.5,0,226.47,0.0422,0.044,0.0406,0.0374,0,0.0332
2851,0,2,2,3,1,47,7900,-1,-1,-1,-1,-1,-1,187.48,543.78,57.39,0,26.13,0,543.78,57.39,0,26.13,0,45.18,1,0.1055,0,1,0,1
22484,0,3,2,3,1,39,10600,-1,0,0,0,0,0,404.21,489.06,640.6,789.27,935.51,1085,102.6,171,171,171,171,171,0.2538,0.3497,0.2669,0.2167,0.1828,0.1576
17518,0,3,2,2,1,36,10300,0,0,0,0,0,0,5029.14,4744.43,4776,3565.18,1942.15,1980.86,229.14,198.36,171,75.24,75.24,88.92,0.0456,0.0418,0.0358,0.0211,0.0387,0.0449
11567,0,2,1,1,1,34,6800,-1,-1,-1,-1,-1,-2,126.27,-0.55,64.5,160.74,0,0,0,65.05,161.53,0,0,0,0,1,1,0,1,1
10582,0,2,2,1,2,24,3100,0,0,0,0,0,0,2919.48,3011.45,3090.65,903.56,937.01,967.69,138.65,151.98,48.56,47.81,46,111.66,0.0475,0.0505,0.0157,0.0529,0.0491,0.1154
18959,0,2,2,1,1,30,7900,0,0,0,0,-1,0,1289.99,1037.66,888.55,823.95,2251.73,1933.6,103.46,171,171,2251.73,68.4,68.4,0.0802,0.1648,0.1924,1,0.0304,0.0354
4729,0,1,2,1,2,26,1700,0,0,2,2,2,2,198.36,280.06,270.49,334.03,323.74,386.46,85.5,0,68.4,0,68.4,13.68,0.431,0,0.2529,0,0.2113,0.0354
6817,0,2,2,1,2,27,4100,-1,0,0,0,0,0,753.32,1770.09,3869.97,3651.43,1034.11,-43.78,1197,3420,0,0,0,94.05,1,1,0,0,0,1
5311,0,2,2,3,2,31,3400,0,0,0,0,-1,-1,2908.03,1692.52,1724.5,1763.45,26.68,0,62.24,78.93,102.6,26.68,0,0,0.0214,0.0466,0.0595,0.0151,0,1
24046,0,1,1,2,2,25,1700,0,0,0,0,0,0,1020.08,1055.51,1090.88,1014.1,700.52,680.89,52.53,53.69,45.01,57.46,24.69,28.11,0.0515,0.0509,0.0413,0.0567,0.0352,0.0413
18392,0,2,2,1,2,,5800,0,0,0,0,0,0,534.85,493.54,527.95,473.26,510.09,345.08,43.26,117.55,72.33,99.86,51.3,36.01,0.0809,0.2382,0.137,0.211,0.1006,0.1044
13780,0,1,1,2,1,47,1700,-2,-2,-2,-2,-2,-2,-90.29,0,90.29,0,34.2,160.81,90.29,90.29,51.3,34.2,160.81,1231.71,1,1,0.5682,1,1,1
7191,0,2,2,2,2,,3400,0,0,0,0,0,0,2089.24,2779.16,2021.56,2395.78,2895.34,1971.56,1026.34,343.61,684,581.4,171,342,0.4913,0.1236,0.3384,0.2427,0.0591,0.1735
6677,0,2,1,1,2,30,7200,0,0,2,0,0,0,3397.5,3403.11,3424,3461.45,3460.94,3528.59,167.58,140.22,123.12,153.9,136.8,133.38,0.0493,0.0412,0.036,0.0445,0.0395,0.0378
22386,0,2,2,1,2,29,4800,-1,-1,-2,-1,-1,-1,166.9,0,0,224.35,123.7,0,0,0,224.35,123.7,0,94.73,0,1,1,0.5514,0,1
10062,0,1,2,3,1,61,1700,0,0,0,2,0,0,1305,1229.87,1279.66,843.47,843.2,892.21,75.92,100.65,0,30.34,68.4,24.49,0.0582,0.0818,0,0.036,0.0811,0.0274
29041,0,2,2,3,1,50,8600,-2,-2,-2,-2,-2,-2,6612.74,279.52,-0.38,-0.38,1354.94,697,279.52,0,0,1355.31,697,1118.37,0.0423,0,1,1,0.5144,1
1949,0,2,1,2,2,39,3100,0,0,0,0,-1,0,1726.31,768.54,689.06,161.01,171,171.96,102.6,171,17.1,171,17.1,17.1,0.0594,0.2225,0.0248,1,0.1,0.0994
24792,0,2,1,1,1,41,3100,0,0,0,0,0,0,3037.13,2973.31,2953.51,2296.36,1054.52,1730.01,119.7,136.8,102.6,85.5,1443.24,64.98,0.0394,0.046,0.0347,0.0372,1,0.0376
13269,0,2,1,2,1,45,5100,0,0,0,0,0,2,2218.52,1960.28,1230.17,914.06,2432.03,2185,104.28,70.08,0,2185,0,136.8,0.047,0.0357,0,1,0,0.0626
22660,0,2,2,,2,,5100,0,0,0,0,0,0,5988.25,6002.85,5948,5953.33,6110.55,6117.32,342.38,212.04,200.89,342,207.05,243.09,0.0572,0.0353,0.0338,0.0574,0.0339,0.0397
14359,0,2,,,2,,7200,0,0,0,0,0,0,3952.94,4446.68,4581.53,3966.82,3475.68,3584.47,855,516.52,171,136.8,171,171,0.2163,0.1162,0.0373,0.0345,0.0492,0.0477
10267,0,2,2,1,2,30,2100,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,129.58,1,1,1,1,1,1
26019,0,2,2,,2,,7200,0,0,0,0,0,0,7050.57,7269.76,6527.65,6680.05,5357.46,4633.86,342,684,273.6,342,151.03,342,0.0485,0.0941,0.0419,0.0512,0.0282,0.0738
795,0,1,2,1,1,34,1700,0,0,0,0,0,0,1598.85,1652.44,1651.24,625.83,660.85,695.25,79.34,43.84,112.83,45.25,45.45,38.1,0.0496,0.0265,0.0683,0.0723,0.0688,0.0548
29159,0,1,2,3,1,56,1700,0,0,0,0,0,-1,1561.3,1506.07,1385.68,1016.9,553.97,570.08,59.3,171,34.2,347.47,570.08,23.67,0.038,0.1135,0.0247,0.3417,1,0.0415
11891,0,2,,,2,,4400,-2,-2,-2,-2,-2,-2,4.65,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
17512,0,1,2,1,2,31,1000,0,0,0,2,0,0,985.06,979.32,1033.42,989.03,1002.13,978.22,61.56,123.12,0,51.3,51.3,112.86,0.0625,0.1257,0,0.0519,0.0512,0.1154
21038,0,2,1,3,1,37,2700,0,0,0,0,0,0,1775.84,1762.8,1690.51,1602.75,1589.38,1648.13,103.22,72.26,102.84,68.4,102.6,684,0.0581,0.041,0.0608,0.0427,0.0646,0.415
7799,0,1,1,2,1,25,1400,0,0,0,0,0,2,1283.87,1320.5,1351.17,1322.65,1313.62,1288.01,67.58,64.06,44.46,96.58,0,68.4,0.0526,0.0485,0.0329,0.073,0,0.0531
19648,0,3,2,2,1,31,17100,1,-1,-1,-1,0,0,0,183.89,141.28,1524.91,1518.07,173.91,183.89,141.28,1524.91,0,0,107.66,1,0.7683,1,0,0,0.6191
3758,0,2,2,1,2,27,6200,1,-2,-2,-2,-2,-2,-6.84,-6.84,-6.84,-6.84,-6.84,-6.84,0,0,0,0,0,0,1,1,1,1,1,1
7529,0,2,2,1,2,26,8200,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
175,0,3,1,1,2,29,12300,1,-2,-1,-1,-2,-2,0,0,2.63,0,0,0,0,2.63,0,0,0,0,1,1,0,1,1,1
666,0,2,2,3,1,43,4400,0,0,0,0,0,0,4448.29,4424.97,3309.71,3354.03,3342.81,3424.24,189.47,150.58,130.44,121.82,137.52,125.89,0.0426,0.034,0.0394,0.0363,0.0411,0.0368
24554,0,3,1,1,1,36,20500,0,0,0,0,0,0,12735.94,14242.18,15723.42,15592.12,15855.5,15956.69,1710,1710,513,684,513,239.4,0.1343,0.1201,0.0326,0.0439,0.0324,0.015
9091,0,3,2,2,2,28,17100,0,0,0,0,0,0,7368.7,6898.65,4828.25,4458.04,4323.63,3869.66,253.49,161.46,131.81,123.87,117.41,109.47,0.0344,0.0234,0.0273,0.0278,0.0272,0.0283
22908,0,2,2,,1,,6200,-2,-2,-2,-2,-2,-2,284.13,14.95,740.26,198.36,830.48,394.84,15.05,747.24,199.35,834.62,396.79,199.01,0.053,1,0.2693,1,0.4778,0.504
29240,0,1,1,2,2,24,700,0,0,0,0,-2,-2,545.15,657.39,706.23,0,0,0,122.16,68.4,0,0,0,0,0.2241,0.104,0,1,1,1
26336,0,3,2,1,2,32,10300,-2,-2,-2,-2,-2,-2,30.1,26.95,367.38,46.14,359.85,0,26.95,368.47,46.27,359.85,0,115.46,0.8953,1,0.1259,1,0,1
18008,0,3,1,2,2,40,12300,-1,0,0,0,0,0,1250.35,1175.49,1472.38,1490.98,1154.66,1141.97,377.16,514.5,345.93,479.69,174.56,686.63,0.3016,0.4377,0.2349,0.3217,0.1512,0.6013
15822,0,2,,,2,,4400,-2,-2,-2,-2,-2,-2,0,0,25.1,0,13.34,33.79,0,25.1,0,13.34,33.79,68.06,1,1,0,1,1,1
7133,0,2,1,1,1,35,5100,0,0,0,0,0,0,5481.99,5266.15,4436.6,3524.31,1862.09,1605.45,208.62,174.42,143.64,64.98,54.72,51.3,0.0381,0.0331,0.0324,0.0184,0.0294,0.032
25650,0,2,2,1,2,29,3100,0,0,0,0,0,0,3134.19,3102.52,3045.61,2825.71,2419.31,2367.91,114.16,105.88,136.8,102.6,96.75,85.5,0.0364,0.0341,0.0449,0.0363,0.04,0.0361
24683,0,3,1,1,2,42,11300,0,0,0,0,0,0,2503.92,2619.69,2676.97,2739.49,2076.93,1929.26,342,136.8,273.6,342,513,273.6,0.1366,0.0522,0.1022,0.1248,0.247,0.1418
7143,0,1,,,1,,1700,0,0,0,0,0,0,1660.41,1582.33,1597.69,1017.24,1028.05,1007.16,68.4,47.88,33.65,34.64,34.41,32.11,0.0412,0.0303,0.0211,0.0341,0.0335,0.0319
25041,0,1,,,2,,1700,0,0,0,0,0,0,1579.7,1520.19,1719.1,674.73,689.1,670.08,68.4,693.1,44.46,23.94,23.94,23.94,0.0433,0.4559,0.0259,0.0355,0.0347,0.0357
12672,0,2,2,1,2,26,2100,1,-1,0,0,0,0,0,787.97,966.7,1480.72,1515.3,1489.41,787.97,273.6,684,57.08,52.98,513,1,0.3472,0.7076,0.0385,0.035,0.3444
18192,0,1,1,3,1,45,1700,0,0,0,0,0,0,1486.64,1520.6,1556.44,1590.33,1611.47,1618.38,68.91,70.55,70.25,57.18,66.55,58.14,0.0464,0.0464,0.0451,0.036,0.0413,0.0359
26167,0,2,2,1,2,34,4400,0,0,0,0,0,0,2284.66,954.52,854.18,945.56,1024.7,937.83,102.6,102.6,102.6,102.6,171,102.6,0.0449,0.1075,0.1201,0.1085,0.1669,0.1094
480,0,2,1,1,2,31,6800,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
12954,0,2,2,1,1,36,7200,-2,-2,-2,-2,-2,-2,5.71,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7839,0,2,1,1,1,46,3800,0,0,0,0,0,0,3629,3717.47,3613.78,1981.55,2026.25,2038.11,171.51,139.57,71.85,75.31,75.38,71.82,0.0473,0.0375,0.0199,0.038,0.0372,0.0352
22647,0,1,2,3,1,42,1000,0,0,0,0,0,0,2568.83,838.93,457.43,88.65,1029.21,996.83,46.89,41.38,34.2,1026,35.77,47.54,0.0183,0.0493,0.0748,1,0.0348,0.0477
25907,0,2,2,1,2,29,2100,0,0,0,0,0,0,1352.71,1397.24,1397.75,1357.84,1320.12,1375.87,67.34,57.05,55.03,51.51,81.36,0,0.0498,0.0408,0.0394,0.0379,0.0616,0
13655,0,1,2,3,1,35,1700,0,0,0,0,0,0,1669.95,1702.78,674.63,686.53,688.14,582.12,69.97,102.6,51.3,34.2,54.72,51.3,0.0419,0.0603,0.076,0.0498,0.0795,0.0881
8126,0,3,2,2,1,,10300,0,0,0,0,0,0,801.51,754.28,632.6,288.17,386.15,494.16,46.17,68.67,10.29,102.6,171,171,0.0576,0.091,0.0163,0.356,0.4428,0.346
11317,0,2,1,3,2,24,3800,0,0,0,0,0,0,2683.09,1648.71,303.76,1631.17,1657.37,1672.48,51.3,64.98,1368,68.4,61.56,47.88,0.0191,0.0394,1,0.0419,0.0371,0.0286
11658,0,2,,,2,,7500,-1,0,0,-1,-1,-1,93.78,107.08,91.11,30.47,65.9,145.35,51.3,51.3,30.47,65.9,145.35,102.6,0.547,0.4791,0.3344,1,1,0.7059
12198,0,2,2,2,1,,8200,1,2,0,0,0,0,4696.58,4573.36,4669.63,4702.06,4832.15,688.89,0,229.21,171,205.85,208.59,504.86,0,0.0501,0.0366,0.0438,0.0432,0.7329
27600,0,2,2,1,2,26,2700,2,0,0,2,2,2,1268.72,1305.55,1386.81,1421.93,1422.55,1479.63,68.4,102.6,68.4,34.2,85.5,34.2,0.0539,0.0786,0.0493,0.0241,0.0601,0.0231
16906,0,3,1,4,2,36,10900,-2,-2,-2,-2,-2,-2,97.81,547.92,0,0,0,0,547.92,0,0,0,0,0,1,0,1,1,1,1
28183,0,3,2,1,2,33,12300,-1,0,0,0,0,0,182.42,234.24,2330.15,2452.41,2002.44,1869.99,103.18,2223.31,232.01,104,172.5,104.04,0.5656,1,0.0996,0.0424,0.0861,0.0556
9664,0,2,2,2,1,30,7900,-1,-1,-1,0,-1,-1,126.06,190.05,198.91,44.05,793.3,515.46,192.17,199.66,0.24,797.27,518.03,564.92,1,1,0.0012,1,0.653,1
12436,0,2,2,1,2,28,9600,0,-1,-1,-1,-1,-1,252.05,116.11,63.61,80.99,114.33,174.76,116.96,63.78,81.23,114.67,175.24,308.76,0.464,0.5493,1,1,1,1
5734,0,2,2,1,1,35,5100,0,0,0,0,0,-1,934.65,1441.32,1222.89,1155.58,1136.09,192.24,691.8,343.23,615.67,342,192.24,0,0.7402,0.2381,0.5035,0.296,0.1692,0
3042,0,1,1,2,2,29,1700,0,0,0,0,0,0,802.64,790.36,779.49,713.45,653.77,522.78,49.15,42.27,22.2,28.42,19.43,7.73,0.0612,0.0535,0.0285,0.0398,0.0297,0.0148
18020,0,2,1,2,1,48,4400,3,2,2,2,3,3,4115.15,4168.19,4052.39,4495.38,4557.08,4480.23,171,0,513,182.18,0.75,0.34,0.0416,0,0.1266,0.0405,0.0002,0.0001
5966,0,1,2,2,1,32,1700,0,0,0,0,0,0,1530.48,1503.16,996.45,651.44,613.75,593.03,51.3,42.37,20.93,20.76,88.68,19.97,0.0335,0.0282,0.021,0.0319,0.1445,0.0337
22156,0,2,2,1,2,30,9200,0,0,0,2,0,0,876.48,953.5,1210.24,1180.72,1252.75,1329.39,102.6,273.6,0,102.6,102.6,68.4,0.1171,0.2869,0,0.0869,0.0819,0.0515
13623,0,2,1,2,1,35,2100,-1,0,0,0,0,0,2056.45,2074.4,1918.83,1001.03,1005.89,1019.09,102.84,103.11,171,68.4,102.6,102.6,0.05,0.0497,0.0891,0.0683,0.102,0.1007
18270,0,3,1,1,1,62,12300,-1,-1,-1,-1,-1,-1,200.93,248.94,235.77,244.29,61.12,667.79,249.28,236.6,244.46,61.29,668.3,126.16,1,0.9504,1,0.2509,1,0.1889
11196,0,1,1,3,1,29,700,0,0,0,-2,-2,-2,380.85,706.2,-34.23,-0.03,-0.03,-0.03,342,0,34.2,0,0,0,0.898,0,1,1,1,1
14457,0,2,1,2,3,27,7200,0,0,0,0,0,0,2783.44,2827.62,2873.28,2885.28,2958.88,2985.52,132.8,136.8,102.87,119.7,107.35,115.36,0.0477,0.0484,0.0358,0.0415,0.0363,0.0386
13761,0,3,1,6,2,49,16400,-2,-2,-2,-2,-2,-2,245.35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
11264,0,2,2,2,2,25,4400,1,2,2,2,0,0,150.24,142.89,342.62,183.07,186.9,155.92,0,205.2,0,5.92,11.15,2.74,0,1,0,0.0323,0.0597,0.0176
28042,0,2,2,1,2,28,6800,-2,-1,0,0,0,0,15.94,5531.71,5245.49,4583.72,4621.1,4668.71,5535.06,178.8,171.17,171.14,176.16,179.65,1,0.0323,0.0326,0.0373,0.0381,0.0385
9613,0,3,1,1,1,44,13700,0,0,0,0,0,0,630.37,827.57,772.37,774.8,800.86,576.1,233.86,73.84,34.2,102.6,34.47,34.2,0.371,0.0892,0.0443,0.1324,0.043,0.0594
8667,0,2,2,1,2,31,7900,1,-1,-1,-1,0,-1,-0.75,7.76,119.02,121.58,63.27,54.04,8.52,119.02,121.58,0,54.04,17.78,1,1,1,0,0.8541,0.329
26764,0,2,1,1,2,26,6200,0,0,0,0,0,0,4502.53,4530.2,4466.45,3363.09,2970.68,3030.74,171.07,171.14,116.83,105.13,119.7,108.72,0.038,0.0378,0.0262,0.0313,0.0403,0.0359
22823,0,2,2,2,1,47,3100,0,0,0,0,0,0,965.81,973.91,982.16,986.57,983.15,997.85,68.4,68.4,68.4,68.4,68.4,68.4,0.0708,0.0702,0.0696,0.0693,0.0696,0.0685
11003,0,3,2,2,1,37,17100,0,0,0,0,0,-1,5367.72,3953.86,2781.62,2689.39,1265.16,755.44,689.71,72.3,59.88,175.51,759.14,5367.25,0.1285,0.0183,0.0215,0.0653,0.6,1
17210,0,2,2,1,2,28,3100,-1,-1,-1,-1,-1,-1,95.08,66.69,272.1,17.07,0,204.86,66.69,272.1,17.07,0,204.86,0,0.7014,1,0.0627,0,1,0
22829,0,1,2,3,1,,1700,0,0,0,0,0,0,1678.54,1684.01,1667.28,1034.55,1011.29,922.34,76.2,68.4,46.85,32.46,31.53,85.5,0.0454,0.0406,0.0281,0.0314,0.0312,0.0927
6384,0,2,1,2,2,,3100,0,0,0,0,0,0,2951.25,3023.69,3072.97,2372.18,2412.37,1941.71,150.48,140.6,71.82,75.24,85.84,68.4,0.051,0.0465,0.0234,0.0317,0.0356,0.0352
3924,0,2,2,3,1,41,6800,-2,-2,-2,-2,-2,-2,-4.79,-2.39,-2.39,477.71,227.5,331.6,0,0,480.1,228.59,333.24,35.77,1,1,1,0.4785,1,0.1079
28790,0,3,2,1,1,36,11600,-1,-1,-1,-1,-1,0,153.56,165.32,605.89,410.74,482.6,239.23,165.32,605.89,432.15,482.6,0,193.78,1,1,0.7132,1,0,0.81
17560,0,2,2,2,1,46,4800,-1,-1,-1,-1,-1,-1,9.03,35.02,9.03,35.02,9.03,9.03,35.02,18.06,35.02,9.03,9.03,14.16,1,0.5157,1,0.2579,1,1
13568,0,2,2,1,2,28,8200,0,0,0,0,0,0,1598.71,1263.18,1016.36,780.72,677.43,431.13,63.89,57.56,51.3,171,89.13,171,0.04,0.0456,0.0505,0.219,0.1316,0.3966
24941,0,2,1,2,1,38,2100,0,0,2,0,0,0,2494.21,2432.41,2305.25,2173.72,2053.64,1930.86,171,102.6,102.6,102.6,68.4,102.6,0.0686,0.0422,0.0445,0.0472,0.0333,0.0531
12917,0,3,2,3,2,31,11300,-1,-1,-1,-1,-1,-1,187.42,1047.55,217.17,206.33,75.41,0,1047.55,217.17,206.33,193.2,0,5.92,1,0.2073,0.9501,0.9364,0,1
